stat1,stat2,stat3,stat4,stat5,stat6,prob
14,12,12,12,8,4,55.68%
15,9,9,9,9,8,55.68%
15,10,9,9,9,8,55.68%
16,12,10,7,4,4,55.67%
16,10,10,9,6,4,55.67%
14,12,12,12,6,5,55.67%
16,11,10,9,4,4,55.67%
16,11,9,9,7,3,55.67%
16,12,7,7,7,3,55.67%
13,13,13,7,7,7,55.67%
16,12,8,7,7,3,55.67%
16,12,10,7,5,4,55.67%
14,14,11,10,9,7,55.67%
15,12,10,10,8,8,55.67%
16,11,10,9,5,4,55.67%
13,13,13,8,7,7,55.66%
15,11,11,11,10,5,55.66%
16,12,9,7,7,3,55.65%
13,13,12,11,8,8,55.64%
15,11,9,9,9,8,55.64%
15,13,13,10,3,3,55.63%
15,13,13,10,4,3,55.63%
15,10,10,9,9,8,55.63%
15,13,13,10,5,3,55.63%
14,14,12,11,9,5,55.62%
16,11,10,9,6,4,55.62%
16,12,8,8,7,3,55.62%
16,12,10,6,6,4,55.62%
16,12,10,7,6,4,55.61%
15,14,11,11,8,3,55.61%
16,12,10,8,4,4,55.61%
16,12,9,8,7,3,55.61%
16,12,10,8,5,4,55.60%
16,5,5,5,5,5,55.60%
16,6,5,5,5,5,55.60%
16,7,5,5,5,5,55.60%
16,6,6,5,5,5,55.60%
16,7,6,5,5,5,55.60%
16,8,5,5,5,5,55.60%
16,8,6,5,5,5,55.60%
16,7,7,5,5,5,55.60%
16,8,7,5,5,5,55.60%
16,6,6,6,5,5,55.60%
16,7,6,6,5,5,55.60%
16,8,6,6,5,5,55.60%
16,7,7,6,5,5,55.60%
16,8,7,6,5,5,55.60%
16,9,5,5,5,5,55.60%
16,9,6,5,5,5,55.60%
16,9,7,5,5,5,55.60%
16,9,6,6,5,5,55.60%
16,9,7,6,5,5,55.60%
16,10,10,9,7,3,55.60%
16,8,8,5,5,5,55.60%
16,8,8,6,5,5,55.60%
16,9,8,5,5,5,55.60%
16,9,8,6,5,5,55.60%
15,11,10,9,9,8,55.60%
15,13,13,10,6,3,55.59%
16,7,7,7,5,5,55.59%
16,8,7,7,5,5,55.59%
16,9,7,7,5,5,55.59%
16,8,8,7,5,5,55.59%
16,10,5,5,5,5,55.59%
16,10,6,5,5,5,55.59%
16,10,7,5,5,5,55.59%
16,9,8,7,5,5,55.59%
16,10,6,6,5,5,55.59%
16,10,7,6,5,5,55.59%
16,10,8,5,5,5,55.59%
16,10,8,6,5,5,55.59%
14,14,13,9,4,4,55.58%
14,14,12,10,8,7,55.58%
16,10,7,7,5,5,55.58%
14,14,13,9,5,4,55.58%
16,10,8,7,5,5,55.58%
14,13,13,10,9,6,55.58%
16,9,9,5,5,5,55.57%
16,9,9,6,5,5,55.57%
15,14,11,11,5,5,55.57%
16,6,6,6,6,5,55.57%
16,7,6,6,6,5,55.57%
16,8,6,6,6,5,55.57%
16,7,7,6,6,5,55.57%
16,8,7,6,6,5,55.57%
14,12,12,12,7,5,55.57%
16,9,6,6,6,5,55.57%
16,9,7,6,6,5,55.57%
13,13,13,9,7,7,55.56%
16,8,8,6,6,5,55.56%
16,9,8,6,6,5,55.56%
16,9,9,7,5,5,55.56%
16,10,9,5,5,5,55.56%
16,10,9,6,5,5,55.56%
16,7,7,7,6,5,55.56%
16,8,7,7,6,5,55.56%
16,9,7,7,6,5,55.56%
14,13,12,12,7,3,55.56%
16,8,8,7,6,5,55.56%
16,9,8,7,6,5,55.56%
16,10,6,6,6,5,55.55%
16,10,7,6,6,5,55.55%
14,13,12,12,4,4,55.55%
15,14,11,9,9,6,55.55%
16,10,9,7,5,5,55.55%
16,10,8,6,6,5,55.55%
14,13,12,12,5,4,55.55%
15,14,11,11,6,5,55.55%
16,12,10,8,6,4,55.55%
14,11,11,10,10,8,55.55%
16,10,7,7,6,5,55.55%
16,11,10,9,7,3,55.55%
14,14,13,9,6,4,55.55%
16,9,9,9,7,4,55.55%
16,10,8,7,6,5,55.55%
16,10,9,9,7,4,55.54%
15,12,11,11,10,5,55.54%
14,14,13,7,7,4,55.54%
13,13,13,11,8,6,55.53%
16,9,9,6,6,5,55.53%
14,13,12,12,6,4,55.53%
14,14,13,9,7,3,55.53%
16,12,9,9,3,3,55.53%
16,12,9,9,4,3,55.53%
16,9,9,7,6,5,55.53%
15,13,13,9,5,5,55.52%
16,10,9,6,6,5,55.52%
15,13,13,8,8,3,55.52%
16,12,9,9,5,3,55.52%
14,12,10,10,10,8,55.52%
16,10,9,7,6,5,55.52%
14,14,13,8,7,4,55.52%
15,13,13,7,7,5,55.52%
15,11,11,10,8,8,55.51%
16,8,8,8,5,5,55.51%
16,9,8,8,5,5,55.51%
15,13,13,9,6,5,55.51%
16,11,5,5,5,5,55.50%
16,11,6,5,5,5,55.50%
15,13,13,8,7,5,55.50%
16,11,7,5,5,5,55.50%
16,11,6,6,5,5,55.50%
16,10,8,8,5,5,55.50%
16,11,7,6,5,5,55.50%
16,11,8,5,5,5,55.50%
16,11,8,6,5,5,55.50%
16,12,10,7,7,3,55.49%
16,11,7,7,5,5,55.49%
16,11,8,7,5,5,55.49%
16,9,9,8,5,5,55.49%
15,14,7,7,7,7,55.48%
15,14,8,7,7,7,55.48%
16,10,9,8,5,5,55.48%
16,8,8,8,6,5,55.48%
16,9,8,8,6,5,55.48%
15,14,9,7,7,7,55.48%
16,11,9,9,7,4,55.47%
16,11,9,5,5,5,55.47%
16,11,9,6,5,5,55.47%
16,12,9,9,6,3,55.47%
15,14,8,8,7,7,55.47%
16,12,7,7,7,4,55.47%
16,12,8,7,7,4,55.47%
16,10,8,8,6,5,55.47%
12,12,12,12,9,3,55.47%
16,11,9,7,5,5,55.47%
15,14,9,8,7,7,55.46%
16,11,6,6,6,5,55.46%
16,11,7,6,6,5,55.46%
16,11,8,6,6,5,55.46%
16,11,7,7,6,5,55.46%
16,11,8,7,6,5,55.46%
15,14,11,11,8,4,55.46%
16,9,9,8,6,5,55.46%
16,12,10,8,7,3,55.45%
15,13,13,10,4,4,55.45%
16,12,9,7,7,4,55.45%
15,13,13,10,5,4,55.45%
16,10,9,8,6,5,55.45%
16,11,9,6,6,5,55.44%
16,11,9,7,6,5,55.43%
14,13,13,11,6,6,55.42%
15,13,13,9,8,3,55.42%
16,12,10,9,3,3,55.42%
16,12,10,9,4,3,55.42%
16,12,8,8,7,4,55.42%
15,13,13,10,6,4,55.42%
15,14,11,11,7,5,55.42%
15,13,13,10,7,3,55.42%
16,12,10,9,5,3,55.42%
15,13,12,11,7,7,55.41%
16,11,8,8,5,5,55.41%
16,12,9,8,7,4,55.41%
14,13,12,12,7,4,55.40%
16,10,10,9,7,4,55.40%
15,14,10,7,7,7,55.40%
13,12,12,12,9,3,55.40%
16,11,9,8,5,5,55.39%
15,14,10,8,7,7,55.39%
16,11,8,8,6,5,55.38%
16,12,10,9,6,3,55.36%
16,11,9,8,6,5,55.36%
15,14,12,10,9,3,55.36%
15,13,13,8,8,4,55.36%
14,13,13,11,7,6,55.36%
14,14,13,9,7,4,55.36%
14,14,11,11,9,6,55.36%
16,11,10,9,7,4,55.35%
15,13,13,9,7,5,55.34%
12,12,12,12,6,6,55.34%
16,10,10,5,5,5,55.34%
16,10,10,6,5,5,55.34%
12,12,12,12,9,4,55.33%
16,10,10,7,5,5,55.33%
14,13,13,11,9,3,55.33%
13,13,13,8,8,7,55.32%
16,12,9,9,4,4,55.32%
15,13,10,10,10,6,55.31%
16,12,9,9,5,4,55.31%
16,10,10,6,6,5,55.30%
14,12,11,10,10,8,55.30%
16,10,10,7,6,5,55.30%
15,14,12,10,8,6,55.29%
16,12,10,7,7,4,55.29%
12,12,12,12,7,6,55.28%
13,13,12,12,8,5,55.28%
16,11,11,3,3,3,55.28%
16,11,11,4,3,3,55.28%
16,11,11,5,3,3,55.28%
16,11,11,4,4,3,55.28%
16,11,11,5,4,3,55.28%
16,11,11,6,3,3,55.28%
16,11,11,6,4,3,55.28%
16,11,10,5,5,5,55.28%
16,11,10,6,5,5,55.28%
13,12,12,12,6,6,55.27%
15,14,9,9,7,7,55.27%
16,11,11,7,3,3,55.27%
16,11,11,5,5,3,55.27%
16,11,10,7,5,5,55.27%
16,11,11,7,4,3,55.27%
16,11,11,6,5,3,55.27%
13,12,12,12,9,4,55.27%
16,10,10,8,5,5,55.27%
16,12,9,9,6,4,55.26%
16,11,11,7,5,3,55.26%
15,13,13,9,8,4,55.26%
16,7,7,7,7,5,55.26%
16,8,7,7,7,5,55.26%
16,9,7,7,7,5,55.26%
16,8,8,7,7,5,55.26%
16,9,8,7,7,5,55.26%
13,13,13,11,9,5,55.25%
16,12,10,8,7,4,55.25%
16,10,7,7,7,5,55.25%
15,13,13,10,7,4,55.25%
16,10,8,7,7,5,55.25%
13,13,13,9,8,7,55.25%
15,12,11,10,8,8,55.25%
15,12,9,9,9,8,55.24%
16,11,10,6,6,5,55.24%
15,14,10,10,9,6,55.24%
16,11,10,7,6,5,55.24%
16,10,10,8,6,5,55.24%
16,9,9,7,7,5,55.23%
14,13,11,11,9,8,55.23%
15,13,12,10,10,3,55.23%
15,14,12,11,3,3,55.23%
15,14,12,11,4,3,55.23%
16,10,9,7,7,5,55.22%
15,14,12,11,5,3,55.22%
15,14,10,9,7,7,55.22%
13,12,12,12,7,6,55.22%
15,14,12,10,9,4,55.22%
16,11,11,8,3,3,55.21%
16,11,11,8,4,3,55.21%
15,12,10,9,9,8,55.21%
16,12,10,9,4,4,55.21%
16,11,11,6,6,3,55.21%
16,11,10,8,5,5,55.21%
16,11,11,8,5,3,55.21%
16,12,10,9,5,4,55.21%
16,11,11,7,6,3,55.20%
16,8,8,8,7,5,55.20%
16,9,8,8,7,5,55.20%
16,10,8,8,7,5,55.20%
16,12,9,9,7,3,55.19%
15,14,12,11,6,3,55.19%
14,13,13,11,9,4,55.19%
16,9,9,8,7,5,55.19%
16,11,10,8,6,5,55.18%
16,10,9,8,7,5,55.18%
16,11,7,7,7,5,55.16%
15,13,12,11,8,7,55.16%
16,11,8,7,7,5,55.16%
16,12,10,9,6,4,55.16%
16,11,11,8,6,3,55.15%
15,13,11,10,10,6,55.15%
16,11,9,7,7,5,55.14%
15,13,11,11,9,7,55.14%
16,11,8,8,7,5,55.11%
15,14,12,9,9,5,55.11%
15,13,12,10,10,4,55.10%
16,11,9,8,7,5,55.10%
14,12,12,11,9,8,55.09%
16,12,10,9,7,3,55.09%
14,12,12,12,8,5,55.09%
16,11,11,4,4,4,55.06%
16,11,11,5,4,4,55.06%
16,11,11,6,4,4,55.06%
16,11,11,5,5,4,55.06%
16,11,11,6,5,4,55.06%
16,11,11,7,4,4,55.06%
15,14,12,11,4,4,55.05%
16,11,11,7,5,4,55.05%
15,14,12,11,5,4,55.05%
14,13,12,12,8,3,55.05%
14,14,13,5,5,5,55.04%
14,14,13,6,5,5,55.04%
14,14,13,7,5,5,55.04%
11,11,11,11,10,8,55.04%
15,14,12,11,7,3,55.03%
12,11,11,11,10,8,55.03%
15,14,12,11,6,4,55.02%
15,14,8,8,8,7,55.02%
15,14,9,8,8,7,55.02%
14,14,13,6,6,5,55.02%
14,14,13,7,6,5,55.02%
16,10,10,7,7,5,55.02%
14,13,13,7,7,7,55.02%
14,14,13,8,5,5,55.01%
14,13,13,8,7,7,55.01%
16,9,9,9,5,5,55.01%
16,10,9,9,5,5,55.01%
16,11,11,6,6,4,55.00%
16,11,11,8,4,4,55.00%
16,12,9,9,7,4,55.00%
16,11,11,7,6,4,55.00%
16,11,11,8,5,4,55.00%
14,14,13,8,6,5,54.99%
16,12,5,5,5,5,54.99%
16,12,6,5,5,5,54.99%
16,12,7,5,5,5,54.99%
16,12,6,6,5,5,54.99%
16,12,7,6,5,5,54.99%
16,12,8,5,5,5,54.98%
16,12,8,6,5,5,54.98%
16,9,9,9,6,5,54.98%
16,10,9,9,6,5,54.98%
16,12,7,7,5,5,54.98%
16,10,10,8,7,5,54.98%
16,12,8,7,5,5,54.98%
15,14,11,10,9,6,54.97%
16,12,11,3,3,3,54.97%
16,12,11,4,3,3,54.97%
16,12,11,5,3,3,54.97%
16,12,11,4,4,3,54.97%
16,12,11,5,4,3,54.97%
16,12,11,6,3,3,54.97%
16,12,11,6,4,3,54.97%
14,14,13,10,3,3,54.97%
14,14,13,10,4,3,54.97%
16,12,11,7,3,3,54.97%
16,12,11,5,5,3,54.97%
16,12,11,7,4,3,54.97%
16,12,11,6,5,3,54.97%
14,14,13,10,5,3,54.97%
16,12,9,5,5,5,54.96%
16,12,9,6,5,5,54.96%
15,11,11,9,9,8,54.96%
16,12,11,7,5,3,54.96%
16,11,10,7,7,5,54.96%
15,14,10,8,8,7,54.96%
16,12,9,7,5,5,54.96%
16,12,6,6,6,5,54.95%
16,12,7,6,6,5,54.95%
16,12,8,6,6,5,54.95%
16,11,11,8,6,4,54.95%
16,12,7,7,6,5,54.95%
16,12,8,7,6,5,54.94%
16,11,9,9,5,5,54.94%
14,14,13,10,6,3,54.93%
16,12,9,6,6,5,54.93%
13,13,13,10,7,7,54.93%
14,13,12,11,10,7,54.93%
16,12,9,7,6,5,54.92%
16,11,10,8,7,5,54.92%
15,14,11,7,7,7,54.92%
14,13,13,9,7,7,54.91%
16,12,11,8,3,3,54.91%
16,12,11,8,4,3,54.91%
16,11,9,9,6,5,54.91%
14,13,12,12,5,5,54.91%
15,14,11,8,7,7,54.91%
16,12,11,6,6,3,54.91%
16,8,8,8,8,3,54.91%
16,9,8,8,8,3,54.91%
16,12,8,8,5,5,54.91%
14,13,13,11,8,6,54.90%
16,12,11,8,5,3,54.90%
14,13,12,12,8,4,54.90%
16,12,11,7,6,3,54.90%
16,10,8,8,8,3,54.90%
16,12,10,9,7,4,54.90%
14,13,12,12,6,5,54.90%
16,9,9,8,8,3,54.90%
16,11,11,7,7,3,54.90%
16,10,9,8,8,3,54.89%
16,12,9,8,5,5,54.89%
12,12,12,12,8,6,54.89%
15,10,10,10,9,8,54.89%
15,14,9,9,8,7,54.88%
16,12,8,8,6,5,54.88%
16,11,11,9,3,3,54.88%
16,11,11,9,4,3,54.88%
15,14,12,11,7,4,54.87%
16,11,11,9,5,3,54.87%
16,10,10,9,5,5,54.87%
15,11,10,10,9,8,54.87%
16,11,11,8,7,3,54.86%
16,12,9,8,6,5,54.86%
16,12,11,8,6,3,54.85%
14,14,13,8,8,3,54.85%
14,14,13,9,5,5,54.85%
16,10,10,9,6,5,54.84%
14,14,13,7,7,5,54.84%
13,13,12,11,9,8,54.84%
15,14,10,9,8,7,54.84%
15,14,11,11,8,5,54.83%
16,11,8,8,8,3,54.83%
14,14,13,9,6,5,54.83%
13,12,12,12,8,6,54.83%
16,11,11,9,6,3,54.82%
16,11,9,8,8,3,54.82%
14,14,13,8,7,5,54.82%
16,11,10,9,5,5,54.82%
16,12,10,5,5,5,54.80%
16,12,10,6,5,5,54.80%
16,12,10,7,5,5,54.79%
12,12,12,12,9,5,54.79%
14,13,12,12,7,5,54.79%
14,14,13,10,4,4,54.79%
14,14,13,10,5,4,54.79%
16,11,10,9,6,5,54.79%
12,12,11,11,10,8,54.78%
16,12,10,6,6,5,54.77%
16,12,10,7,6,5,54.76%
15,14,11,9,7,7,54.76%
16,12,11,4,4,4,54.76%
16,12,11,5,4,4,54.76%
16,12,11,6,4,4,54.76%
14,14,13,10,6,4,54.76%
15,12,12,11,9,7,54.76%
14,14,13,10,7,3,54.76%
16,12,11,5,5,4,54.76%
16,12,11,6,5,4,54.76%
14,14,13,9,8,3,54.75%
16,12,11,7,4,4,54.75%
16,9,9,9,7,5,54.75%
16,12,11,7,5,4,54.75%
16,10,9,9,7,5,54.75%
13,11,11,11,10,8,54.75%
16,12,10,8,5,5,54.74%
15,13,13,10,5,5,54.73%
16,10,10,8,8,3,54.73%
13,12,12,12,9,5,54.73%
16,8,8,8,8,4,54.73%
16,9,8,8,8,4,54.73%
15,13,13,10,8,3,54.72%
16,10,8,8,8,4,54.72%
15,13,13,10,6,5,54.72%
16,9,9,8,8,4,54.72%
16,10,9,8,8,4,54.71%
15,13,11,11,10,3,54.71%
15,13,13,8,8,5,54.71%
16,12,10,8,6,5,54.71%
16,12,11,6,6,4,54.70%
16,11,11,7,7,4,54.70%
16,12,11,8,4,4,54.70%
16,12,11,7,6,4,54.70%
16,12,11,8,5,4,54.70%
15,12,11,9,9,8,54.69%
14,14,13,8,8,4,54.69%
16,11,9,9,7,5,54.68%
16,11,10,8,8,3,54.68%
14,13,13,8,8,7,54.67%
16,11,11,9,4,4,54.67%
16,11,11,8,7,4,54.67%
14,14,13,9,7,5,54.67%
16,11,11,9,5,4,54.67%
16,12,7,7,7,5,54.66%
16,12,8,7,7,5,54.66%
13,13,13,10,8,7,54.65%
16,12,11,8,6,4,54.65%
16,11,8,8,8,4,54.65%
16,12,9,7,7,5,54.65%
16,11,9,8,8,4,54.64%
14,13,13,11,9,5,54.63%
15,14,12,10,9,5,54.63%
16,9,9,9,8,3,54.63%
16,10,9,9,8,3,54.62%
16,11,11,9,6,4,54.62%
16,12,8,8,7,5,54.62%
16,10,10,9,7,5,54.62%
15,13,13,9,8,5,54.62%
16,12,9,8,7,5,54.60%
14,13,13,9,8,7,54.60%
16,12,11,7,7,3,54.60%
14,14,13,9,8,4,54.60%
14,14,13,10,7,4,54.59%
15,13,8,8,8,8,54.59%
15,13,9,8,8,8,54.59%
15,13,11,11,10,4,54.58%
16,12,11,9,3,3,54.58%
16,12,11,9,4,3,54.58%
15,13,12,10,10,5,54.58%
16,12,11,9,5,3,54.58%
13,13,10,10,10,8,54.58%
15,13,13,10,7,5,54.57%
16,12,11,8,7,3,54.57%
15,13,13,10,8,4,54.57%
16,11,10,9,7,5,54.56%
16,11,11,9,7,3,54.56%
16,11,9,9,8,3,54.56%
13,12,11,11,10,8,54.55%
16,10,10,8,8,4,54.55%
15,13,10,8,8,8,54.54%
15,12,10,10,9,8,54.53%
16,12,11,9,6,3,54.53%
15,13,9,9,8,8,54.52%
16,10,10,9,8,3,54.50%
16,11,10,8,8,4,54.50%
15,14,11,8,8,7,54.50%
16,12,10,7,7,5,54.50%
15,13,10,9,8,8,54.48%
16,12,9,9,5,5,54.47%
16,12,10,8,7,5,54.46%
16,11,10,9,8,3,54.46%
16,9,9,9,8,4,54.45%
16,10,9,9,8,4,54.44%
16,12,9,9,6,5,54.44%
12,12,12,10,10,8,54.44%
15,12,12,11,10,3,54.44%
14,13,12,11,8,8,54.43%
15,14,12,11,8,3,54.42%
13,13,11,10,10,8,54.41%
16,12,11,7,7,4,54.41%
15,12,12,10,10,6,54.41%
15,11,11,10,9,8,54.40%
15,14,11,9,8,7,54.40%
15,10,10,10,10,7,54.39%
13,13,12,12,9,3,54.38%
16,11,9,9,8,4,54.38%
15,11,10,10,10,7,54.38%
16,12,11,9,4,4,54.38%
16,12,11,9,5,4,54.38%
16,12,11,8,7,4,54.38%
16,11,11,9,7,4,54.37%
16,12,10,9,5,5,54.37%
16,12,8,8,8,3,54.36%
15,14,12,11,5,5,54.36%
16,12,9,8,8,3,54.36%
15,11,11,11,10,6,54.36%
15,14,12,11,6,5,54.35%
16,12,10,9,6,5,54.34%
16,12,11,9,6,4,54.33%
14,13,12,12,8,5,54.33%
16,10,10,9,8,4,54.33%
15,12,12,11,10,4,54.31%
13,12,12,10,10,8,54.29%
14,13,13,10,7,7,54.29%
16,11,10,9,8,4,54.28%
16,12,11,9,7,3,54.28%
15,14,12,11,8,4,54.27%
13,13,12,12,9,4,54.25%
13,13,12,12,6,6,54.25%
16,12,10,8,8,3,54.24%
15,12,11,11,10,6,54.24%
14,14,12,9,9,7,54.22%
16,12,9,9,7,5,54.22%
15,14,12,11,7,5,54.22%
16,11,11,5,5,5,54.21%
16,11,11,6,5,5,54.21%
16,11,11,7,5,5,54.20%
14,12,12,12,9,3,54.20%
13,13,12,12,7,6,54.19%
16,12,8,8,8,4,54.19%
14,14,12,11,9,6,54.18%
16,12,9,8,8,4,54.18%
16,11,11,6,6,5,54.18%
16,11,11,7,6,5,54.17%
14,14,10,10,10,3,54.16%
16,11,11,8,5,5,54.16%
15,12,11,10,9,8,54.15%
15,12,10,10,10,7,54.14%
15,11,11,10,10,7,54.14%
15,14,10,10,7,7,54.13%
16,11,11,8,6,5,54.13%
16,12,10,9,7,5,54.12%
16,12,9,9,8,3,54.12%
16,12,11,9,7,4,54.09%
14,14,13,10,5,5,54.09%
14,14,13,10,8,3,54.08%
15,13,11,11,10,5,54.08%
14,14,13,10,6,5,54.07%
15,13,11,8,8,8,54.07%
14,12,12,12,9,4,54.07%
16,12,10,8,8,4,54.06%
14,12,12,12,6,6,54.06%
14,14,13,8,8,5,54.05%
14,14,11,10,10,3,54.04%
14,14,10,10,10,4,54.04%
16,10,10,10,3,3,54.03%
16,10,10,10,4,3,54.03%
16,12,10,9,8,3,54.03%
16,10,10,10,5,3,54.03%
15,13,11,9,8,8,54.02%
14,13,13,10,8,7,54.02%
14,12,12,12,7,6,54.01%
16,11,10,10,3,3,54.01%
16,11,10,10,4,3,54.01%
16,11,10,10,5,3,54.00%
16,8,8,8,8,5,54.00%
16,9,8,8,8,5,54.00%
16,10,8,8,8,5,54.00%
16,13,3,3,3,3,54.00%
16,13,4,3,3,3,54.00%
16,13,5,3,3,3,54.00%
16,13,4,4,3,3,54.00%
16,13,5,4,3,3,54.00%
16,13,6,3,3,3,54.00%
16,13,6,4,3,3,54.00%
16,13,5,5,3,3,54.00%
16,13,6,5,3,3,54.00%
16,13,7,3,3,3,53.99%
16,13,7,4,3,3,53.99%
16,13,7,5,3,3,53.99%
16,13,4,4,4,3,53.99%
16,13,5,4,4,3,53.99%
16,13,6,4,4,3,53.99%
16,13,5,5,4,3,53.99%
16,13,6,5,4,3,53.99%
16,13,7,4,4,3,53.99%
16,13,7,5,4,3,53.99%
16,13,6,6,3,3,53.99%
16,13,7,6,3,3,53.99%
16,13,6,6,4,3,53.99%
16,13,7,6,4,3,53.99%
16,13,8,3,3,3,53.99%
16,13,8,4,3,3,53.99%
16,13,8,5,3,3,53.99%
16,13,8,4,4,3,53.99%
16,13,8,5,4,3,53.99%
16,13,8,6,3,3,53.99%
16,13,8,6,4,3,53.99%
16,9,9,8,8,5,53.99%
16,13,5,5,5,3,53.99%
16,13,6,5,5,3,53.99%
16,13,7,5,5,3,53.99%
16,10,9,8,8,5,53.99%
16,13,6,6,5,3,53.99%
16,13,7,6,5,3,53.99%
16,10,10,10,6,3,53.99%
16,13,8,5,5,3,53.99%
16,13,7,7,3,3,53.99%
16,13,8,6,5,3,53.98%
16,13,7,7,4,3,53.98%
16,13,8,7,3,3,53.98%
16,13,8,7,4,3,53.98%
16,13,7,7,5,3,53.98%
16,13,8,7,5,3,53.98%
16,13,9,3,3,3,53.98%
16,13,9,4,3,3,53.98%
16,13,9,5,3,3,53.98%
16,13,9,4,4,3,53.97%
16,13,9,5,4,3,53.97%
16,13,9,6,3,3,53.97%
16,13,9,6,4,3,53.97%
16,13,9,5,5,3,53.97%
16,13,9,6,5,3,53.97%
16,13,9,7,3,3,53.97%
16,13,9,7,4,3,53.97%
14,14,13,9,8,5,53.96%
16,11,10,10,6,3,53.96%
16,13,9,7,5,3,53.96%
15,12,11,10,10,7,53.94%
15,13,13,10,8,5,53.94%
16,12,9,9,8,4,53.94%
14,14,13,10,7,5,53.93%
14,14,13,10,8,4,53.93%
14,14,11,11,7,7,53.93%
16,11,11,7,7,5,53.93%
16,11,8,8,8,5,53.93%
16,13,6,6,6,3,53.92%
16,13,7,6,6,3,53.92%
16,13,8,6,6,3,53.92%
16,13,7,7,6,3,53.92%
16,11,9,8,8,5,53.92%
16,13,8,7,6,3,53.92%
16,12,11,5,5,5,53.92%
16,12,11,6,5,5,53.92%
14,14,11,10,10,4,53.91%
16,13,8,8,3,3,53.91%
16,12,11,7,5,5,53.91%
16,13,8,8,4,3,53.91%
16,13,9,6,6,3,53.91%
16,13,8,8,5,3,53.90%
16,13,9,7,6,3,53.90%
16,13,9,8,3,3,53.90%
16,13,9,8,4,3,53.90%
16,11,11,8,7,5,53.90%
16,13,9,8,5,3,53.89%
16,12,11,6,6,5,53.89%
16,12,11,7,6,5,53.88%
16,12,11,8,5,5,53.86%
16,12,10,9,8,4,53.86%
16,13,8,8,6,3,53.85%
16,11,11,9,5,5,53.85%
13,13,13,11,9,6,53.85%
15,14,11,10,7,7,53.84%
16,13,10,3,3,3,53.84%
16,13,10,4,3,3,53.84%
16,13,10,5,3,3,53.84%
16,13,10,4,4,3,53.84%
16,13,10,5,4,3,53.84%
16,13,10,6,3,3,53.84%
16,13,10,6,4,3,53.84%
16,12,11,8,6,5,53.84%
16,13,9,8,6,3,53.84%
16,10,10,10,4,4,53.84%
16,10,10,10,5,4,53.83%
16,10,10,8,8,5,53.83%
16,13,10,5,5,3,53.83%
16,13,10,7,3,3,53.83%
16,13,10,6,5,3,53.83%
16,13,10,7,4,3,53.83%
15,13,13,6,6,6,53.83%
15,13,13,7,6,6,53.83%
16,13,10,7,5,3,53.82%
16,11,11,9,6,5,53.82%
15,14,10,10,8,7,53.82%
15,12,12,11,10,5,53.82%
13,13,12,12,8,6,53.81%
16,11,10,10,4,4,53.81%
15,13,13,8,6,6,53.81%
16,11,10,10,5,4,53.81%
15,14,11,11,6,6,53.80%
16,10,10,10,6,4,53.80%
14,14,12,10,9,7,53.80%
16,11,10,8,8,5,53.78%
16,13,4,4,4,4,53.78%
16,13,5,4,4,4,53.78%
16,13,6,4,4,4,53.78%
16,13,5,5,4,4,53.78%
16,13,6,5,4,4,53.78%
16,13,7,4,4,4,53.78%
16,13,7,5,4,4,53.78%
16,13,6,6,4,4,53.78%
16,13,7,6,4,4,53.78%
16,13,8,4,4,4,53.78%
16,13,8,5,4,4,53.78%
16,13,8,6,4,4,53.78%
16,13,5,5,5,4,53.78%
16,13,6,5,5,4,53.78%
16,13,7,5,5,4,53.78%
16,13,6,6,5,4,53.78%
16,13,7,6,5,4,53.78%
16,13,8,5,5,4,53.78%
16,13,8,6,5,4,53.78%
16,13,7,7,4,4,53.77%
16,13,8,7,4,4,53.77%
16,13,10,6,6,3,53.77%
16,13,10,8,3,3,53.77%
16,13,10,8,4,3,53.77%
16,11,10,10,6,4,53.77%
16,13,7,7,5,4,53.77%
16,13,8,7,5,4,53.77%
16,13,10,7,6,3,53.77%
16,10,10,10,7,3,53.77%
16,13,10,8,5,3,53.77%
16,13,9,4,4,4,53.76%
16,13,9,5,4,4,53.76%
16,13,9,6,4,4,53.76%
16,13,9,5,5,4,53.76%
16,13,9,6,5,4,53.76%
16,13,9,7,4,4,53.76%
16,13,9,7,5,4,53.75%
16,11,10,10,7,3,53.74%
16,9,9,9,8,5,53.74%
15,14,11,11,7,6,53.73%
16,10,9,9,8,5,53.73%
16,11,11,8,8,3,53.73%
15,13,13,7,7,6,53.73%
13,13,12,12,9,5,53.73%
16,13,6,6,6,4,53.72%
16,13,7,6,6,4,53.72%
16,13,8,6,6,4,53.72%
15,13,13,8,7,6,53.72%
16,13,7,7,6,4,53.72%
16,13,8,7,6,4,53.72%
16,13,10,8,6,3,53.71%
16,13,9,6,6,4,53.70%
16,13,8,8,4,4,53.70%
16,13,9,7,6,4,53.70%
16,13,8,8,5,4,53.70%
16,13,9,8,4,4,53.69%
16,13,9,8,5,4,53.69%
14,14,11,11,8,7,53.68%
16,11,9,9,8,5,53.67%
15,13,13,9,6,6,53.67%
15,13,12,11,9,7,53.66%
15,14,12,11,8,5,53.66%
16,12,10,10,3,3,53.66%
16,12,10,10,4,3,53.66%
14,13,12,11,9,8,53.65%
16,12,10,10,5,3,53.65%
16,13,8,8,6,4,53.65%
15,13,10,10,8,8,53.64%
16,12,11,7,7,5,53.64%
16,13,9,8,6,4,53.64%
16,13,10,4,4,4,53.63%
